"name"	"taxRank"	"taxID"	"Max"	"X5089.cladeReads"	"X5090.cladeReads"	"X5091.cladeReads"	"X5092.cladeReads"	"X5093.cladeReads"	"X5094.cladeReads"	"X5101.cladeReads"	"X5102.cladeReads"	"X5103.cladeReads"	"X5104.cladeReads"	"X5105.cladeReads"	"X5106.cladeReads"	"lineage"
"Dyella halodurans"	"S"	1920171	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Lysobacterales>Rhodanobacteraceae>Dyella"
"Dyella kyungheensis"	"S"	1242174	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Lysobacterales>Rhodanobacteraceae>Dyella"
"Marinicella sp. W31"	"S"	3023713	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Lysobacterales>Marinicellaceae>Marinicella>unclassified&nbsp;Marinicella"
"Allofrancisella inopinata"	"S"	1085647	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Thiotrichales>Francisellaceae>Allofrancisella"
"Rhizobium bangladeshense"	"S"	1138189	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Bradyrhizobium quebecense"	"S"	2748629	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Methylobacterium sp. XJLW"	"S"	739141	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium>unclassified&nbsp;Methylobacterium"
"Mesorhizobium sp. L-8-3"	"S"	2744522	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Phyllobacteriaceae>Mesorhizobium>unclassified&nbsp;Mesorhizobium"
"Martelella sp. AD-3"	"S"	686597	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Aurantimonadaceae>Martelella>unclassified&nbsp;Martelella"
"Neokomagataea tanensis"	"S"	661191	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Acetobacterales>Acetobacteraceae>Neokomagataea"
"Sphingomonas sp. IC081"	"S"	304378	6	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	6	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas>unclassified&nbsp;Sphingomonas"
"Sphingomonas morindae"	"S"	1541170	2	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Alterisphingorhabdus coralli"	"S"	3071408	3	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	3	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Alterisphingorhabdus&nbsp;(ex&nbsp;Yan&nbsp;et&nbsp;al.&nbsp;2024)"
"Sphingobium sp. SCG-1"	"S"	2072936	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingobiaceae>Sphingobium>unclassified&nbsp;Sphingobium"
"Sphingopyxis sp."	"S"	1908224	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingopyxidaceae>Sphingopyxis>unclassified&nbsp;Sphingopyxis"
"Sphingosinicella sp. BN140058"	"S"	1892855	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingosinicellaceae>Sphingosinicella>unclassified&nbsp;Sphingosinicella"
"Sulfitobacter sp. W027"	"S"	2867025	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Rhodobacterales>Roseobacteraceae>Sulfitobacter>unclassified&nbsp;Sulfitobacter"
"Candidatus Pelagibacter sp. Uisw_106"	"S"	3230984	6	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	2	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Candidatus&nbsp;Pelagibacterales>Candidatus&nbsp;Pelagibacteraceae>Candidatus&nbsp;Pelagibacter>unclassified&nbsp;Candidatus&nbsp;Pelagibacter"
"Candidatus Pelagibacter bacterium nBUS_33"	"S"	3374193	5	NA	NA	NA	NA	NA	NA	NA	NA	3	5	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Candidatus&nbsp;Pelagibacterales>Candidatus&nbsp;Pelagibacteraceae>Candidatus&nbsp;Pelagibacter>unclassified&nbsp;Candidatus&nbsp;Pelagibacter"
"Candidatus Fonsibacter ubiquis"	"S"	1925548	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Candidatus&nbsp;Pelagibacterales>Candidatus&nbsp;Pelagibacterales&nbsp;incertae&nbsp;sedis>Candidatus&nbsp;Fonsibacter"
"Brevundimonas sp. CEF1"	"S"	3442642	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Brevundimonas>unclassified&nbsp;Brevundimonas"
"Hyphobacterium sp. CCMP332"	"S"	2749086	3	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Maricaulales>Maricaulaceae>Hyphobacterium>unclassified&nbsp;Hyphobacterium"
"Candidatus Puniceispirillum marinum"	"S"	767892	2	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Candidatus&nbsp;Puniceispirillales>Candidatus&nbsp;Puniceispirillaceae>Candidatus&nbsp;Puniceispirillum"
"Kordiimonas sp. SCSIO 12610"	"S"	2829597	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Kordiimonadales>Kordiimonadaceae>Kordiimonas>unclassified&nbsp;Kordiimonas"
"Candidatus Vallotiella adelgis"	"S"	1177211	3	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Candidatus&nbsp;Vallotiella"
"Delftia lacustris"	"S"	558537	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Burkholderiales>Comamonadaceae>Delftia"
"Ramlibacter sp. MMS24-I3-19"	"S"	3416606	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Burkholderiales>Comamonadaceae>Ramlibacter>unclassified&nbsp;Ramlibacter"
"Neisseria yangbaofengii"	"S"	2709396	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Neisseriales>Neisseriaceae>Neisseria"
"Microvirgula aerodenitrificans"	"S"	57480	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Neisseriales>Aquaspirillaceae>Microvirgula"
"Thermodesulfobacterium sp. TA1"	"S"	2234087	8	NA	NA	NA	NA	NA	NA	NA	NA	1	8	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Thermodesulfobacteriota>Thermodesulfobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae>Thermodesulfobacterium>unclassified&nbsp;Thermodesulfobacterium"
"Treponema sp. OMZ 788"	"S"	2563664	5	NA	NA	NA	NA	NA	NA	NA	NA	1	5	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Spirochaetota>Spirochaetia>Spirochaetales>Treponemataceae>Treponema>unclassified&nbsp;Treponema"
"Candidatus Borrelia fainii"	"S"	2518322	7	NA	NA	NA	NA	NA	NA	NA	NA	7	3	3	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Spirochaetota>Spirochaetia>Spirochaetales>Borreliaceae>Borrelia"
"Borrelia miyamotoi"	"S"	47466	7	NA	NA	NA	NA	NA	NA	NA	NA	3	3	7	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Spirochaetota>Spirochaetia>Spirochaetales>Borreliaceae>Borrelia"
"Campylobacter novaezeelandiae"	"S"	2267891	7	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	7	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Campylobacterota>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"Malaciobacter canalis"	"S"	1912871	6	NA	NA	NA	NA	NA	NA	NA	NA	1	6	3	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Campylobacterota>Epsilonproteobacteria>Campylobacterales>Arcobacteraceae>Malaciobacter"
"Helicobacter gastrofelis"	"S"	2849642	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Campylobacterota>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter"
"Chlamydia serpentis"	"S"	1967782	6	NA	NA	NA	NA	NA	NA	NA	NA	4	6	3	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>PVC&nbsp;group>Chlamydiota>Chlamydiia>Chlamydiales>Chlamydiaceae>Chlamydia/Chlamydophila&nbsp;group>Chlamydia"
"Sorangium sp. So ce426"	"S"	3133312	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Myxococcota>Polyangia>Polyangiales>Polyangiaceae>Sorangium>unclassified&nbsp;Sorangium"
"Sorangium sp. So ce513"	"S"	3133315	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Myxococcota>Polyangia>Polyangiales>Polyangiaceae>Sorangium>unclassified&nbsp;Sorangium"
"Thermatribacter velox"	"S"	3039681	5	NA	NA	NA	NA	NA	NA	NA	NA	2	5	NA	3	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Atribacterota>Atribacteria>Atribacterales>Thermatribacteraceae>Thermatribacter"
"Clostridioides sp. ES-S-0107-01"	"S"	2770772	4	NA	NA	NA	NA	NA	NA	NA	NA	3	4	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Peptostreptococcales>Peptostreptococcaceae>Clostridioides>unclassified&nbsp;Clostridioides"
"Thermoanaerobacter sp. RKWS2"	"S"	2983842	3	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Thermoanaerobacter>unclassified&nbsp;Thermoanaerobacter"
"Companilactobacillus sp. DQM5"	"S"	3463359	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	1	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Companilactobacillus>unclassified&nbsp;Companilactobacillus"
"Periweissella cryptocerci"	"S"	2506420	3	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Periweissella"
"Fructilactobacillus sp. Tb1"	"S"	3422304	2	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Fructilactobacillus>unclassified&nbsp;Fructilactobacillus"
"Carnobacterium sp."	"S"	48221	5	NA	NA	NA	NA	NA	NA	NA	NA	2	5	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Lactobacillales>Carnobacteriaceae>Carnobacterium>unclassified&nbsp;Carnobacterium"
"Aerococcus urinae"	"S"	1376	2	NA	NA	NA	NA	NA	NA	NA	NA	2	1	2	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Lactobacillales>Aerococcaceae>Aerococcus"
"Neobacillus sp. WH10"	"S"	3047873	2	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Bacillaceae>Neobacillus>unclassified&nbsp;Neobacillus"
"Rossellomorea sp. FS2"	"S"	3391447	2	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Bacillaceae>Rossellomorea>unclassified&nbsp;Rossellomorea"
"Paenibacillus sp. FSL W7-1088"	"S"	2921695	18	NA	NA	NA	NA	NA	NA	NA	NA	18	11	15	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus>unclassified&nbsp;Paenibacillus"
"Staphylococcus massiliensis"	"S"	555791	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Geobacillus thermoleovorans"	"S"	33941	2	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Anoxybacillaceae>Geobacillus>Geobacillus&nbsp;thermoleovorans&nbsp;group"
"Veillonella sp. OK1"	"S"	1096935	3	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Negativicutes>Veillonellales>Veillonellaceae>Veillonella>unclassified&nbsp;Veillonella"
"Kribbella flavida"	"S"	182640	3	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Propionibacteriales>Kribbellaceae>Kribbella"
"Arthrobacter sp. U41"	"S"	1849032	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micrococcales>Micrococcaceae>Arthrobacter>unclassified&nbsp;Arthrobacter"
"Glutamicibacter uratoxydans"	"S"	43667	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micrococcales>Micrococcaceae>Glutamicibacter"
"Agromyces archimandritae"	"S"	2781962	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Agromyces"
"Curtobacterium sp. MCSS17_005"	"S"	2175641	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Curtobacterium>unclassified&nbsp;Curtobacterium"
"Mycetocola zhujimingii"	"S"	2079792	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Mycetocola"
"Cellulomonas sp. ATA003"	"S"	3073064	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micrococcales>Cellulomonadaceae>Cellulomonas>unclassified&nbsp;Cellulomonas"
"Micromonospora sp. WMMD987"	"S"	3016089	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micromonosporales>Micromonosporaceae>Micromonospora>unclassified&nbsp;Micromonospora"
"Streptomyces sp. NHF165"	"S"	2175864	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. P3"	"S"	2135430	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NBC_01310"	"S"	2903820	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NBC_00448"	"S"	2903652	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. ST1015"	"S"	1848900	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NBC_01262"	"S"	2903803	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces parvus"	"S"	66428	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces mirabilis"	"S"	68239	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces dangxiongensis"	"S"	1442032	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces tirandamycinicus"	"S"	2174846	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces ambofaciens"	"S"	1889	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Actinacidiphila bryophytorum"	"S"	1436133	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Actinacidiphila"
"Rhodococcus ruber"	"S"	1830	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Mycobacteriales>Nocardiaceae>Rhodococcus"
"Amycolatopsis carbonis"	"S"	715471	2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Pseudonocardiales>Pseudonocardiaceae>Amycolatopsis"
"Actinomycetospora sp. CA-053990"	"S"	3239891	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Pseudonocardiales>Pseudonocardiaceae>Actinomycetospora>unclassified&nbsp;Actinomycetospora"
"Dolichospermum heterosporum"	"S"	747522	8	NA	NA	NA	NA	NA	NA	NA	NA	1	1	8	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Nostocales>Aphanizomenonaceae>Dolichospermum"
"Prochlorococcus sp. MIT 1011"	"S"	3082520	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Synechococcales>Prochlorococcaceae>Prochlorococcus>unclassified&nbsp;Prochlorococcus"
"Spiroplasma endosymbiont of Nebria brevicollis"	"S"	3066284	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma>unclassified&nbsp;Spiroplasma"
"Mycoplasma yeatsii"	"S"	51365	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma"
"Mulberry dwarf phytoplasma"	"S"	186171	2	NA	NA	NA	NA	NA	NA	NA	NA	2	1	1	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Candidatus&nbsp;Phytoplasma>16SrI&nbsp;(Aster&nbsp;yellows&nbsp;group)"
"Deinococcus puniceus"	"S"	1182568	17	NA	NA	NA	NA	NA	NA	NA	NA	17	5	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogati>Deinococcota>Deinococci>Deinococcales>Deinococcaceae>Deinococcus"
"Thermus scotoductus"	"S"	37636	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogati>Deinococcota>Deinococci>Thermales>Thermaceae>Thermus"
"Meiothermus taiwanensis"	"S"	172827	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogati>Deinococcota>Deinococci>Thermales>Thermaceae>Meiothermus"
"Pseudothermotoga thermarum"	"S"	119394	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogati>Thermotogota>Thermotogae>Thermotogales>Thermotogaceae>Pseudothermotoga"
"Halomicrobium urmianum"	"S"	1586233	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Stenosarchaea&nbsp;group>Halobacteria>Halobacteriales>Haloarculaceae>Halomicrobium"
"Halorarum halobium"	"S"	3075121	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Stenosarchaea&nbsp;group>Halobacteria>Halobacteriales>Haloferacaceae>Halorarum"
"Methanoplanus endosymbiosus"	"S"	33865	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanomicrobiales>Methanomicrobiaceae>Methanoplanus"
"Methanoculleus bourgensis"	"S"	83986	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanomicrobiales>Methanomicrobiaceae>Methanoculleus"
"Methanobacterium alkalithermotolerans"	"S"	2731220	2	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA	NA	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Methanomada&nbsp;group>Methanobacteria>Methanobacteriales>Methanobacteriaceae>Methanobacterium"
"Methanothermococcus sp. Ax23"	"S"	3156486	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Methanomada&nbsp;group>Methanococci>Methanococcales>Methanococcaceae>Methanothermococcus>unclassified&nbsp;Methanothermococcus"
"Thermococcus barossii"	"S"	54077	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Thermococci>Thermococcales>Thermococcaceae>Thermococcus"
"Cuniculiplasma divulgatum"	"S"	1673428	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Thermoplasmatota>Thermoplasmata>Thermoplasmatales>Cuniculiplasmataceae>Cuniculiplasma"
"Pyrobaculum calidifontis"	"S"	181486	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Thermoproteati>Thermoproteota>Thermoprotei>Thermoproteales>Thermoproteaceae>Pyrobaculum"
"Nitrosopumilus adriaticus"	"S"	1580092	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Thermoproteati>Nitrososphaerota>Nitrososphaeria>Nitrosopumilales>Nitrosopumilaceae>Nitrosopumilus"
