Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
KH1A_102_R1	(0.0, 7.166803480945117e-06)	(1.0, 1.4333606961890235e-05)	(2.0, 3.404231653448931e-05)	(3.0, 6.091782958803351e-05)	(4.0, 9.854354786299538e-05)	(5.0, 0.00012900246265701212)	(6.0, 0.00018812859137480934)	(7.0, 0.00033683976360442054)	(8.0, 0.0005339268593304113)	(9.0, 0.0008026819898658532)	(10.0, 0.0013455673535474459)	(11.0, 0.002461796995704648)	(12.0, 0.004278581678124236)	(13.0, 0.006930298966073929)	(14.0, 0.01090787489799847)	(15.0, 0.01811767919982926)	(16.0, 0.031213220860386224)	(17.0, 0.05138418925750626)	(18.0, 0.07852487403984543)	(19.0, 0.11891697845845209)	(20.0, 0.1799423100986998)	(21.0, 0.2668415940060296)	(22.0, 0.3748990734899796)	(23.0, 0.5049622230621716)	(24.0, 0.6690246883479672)	(25.0, 0.8693511792473453)	(26.0, 1.1021307480093128)	(27.0, 1.3621047525797267)	(28.0, 1.6453153257362347)	(29.0, 1.9495013409805992)	(30.0, 2.2732867720444783)	(31.0, 2.6051133566139777)	(32.0, 2.952405903095357)	(33.0, 3.3088307489123303)	(34.0, 3.652611561688046)	(35.0, 3.991400695839284)	(36.0, 4.315555217282431)	(37.0, 4.604415023282795)	(38.0, 4.854004329609319)	(39.0, 5.026654417166157)	(40.0, 5.109398746755408)	(41.0, 5.116936432316493)	(42.0, 5.030753828757257)	(43.0, 4.857329726424477)	(44.0, 4.608190137016383)	(45.0, 4.288339281063542)	(46.0, 3.9164269729242465)	(47.0, 3.501103544399996)	(48.0, 3.0646093783930337)	(49.0, 2.634658503964174)	(50.0, 2.2205265565186307)	(51.0, 1.839127192271434)	(52.0, 1.497643340011361)	(53.0, 1.2040713607222762)	(54.0, 0.9634298085417117)	(55.0, 0.7629492313674935)	(56.0, 0.6005082553692617)	(57.0, 0.47069773561977296)	(58.0, 0.36469175363224354)	(59.0, 0.27987263443525806)	(60.0, 0.21476401651174185)	(61.0, 0.16473793651387472)	(62.0, 0.12391403218554109)	(63.0, 0.09342465847673032)	(64.0, 0.0705482217655535)	(65.0, 0.05214745382822691)	(66.0, 0.03786580619157353)	(67.0, 0.026488505665573155)	(68.0, 0.017872216180606887)	(69.0, 0.011902268880979604)	(70.0, 0.0078046489907492335)	(71.0, 0.0050776802662496155)	(72.0, 0.0031856441472801044)	(73.0, 0.001936828640725418)	(74.0, 0.0010714371204012952)	(75.0, 0.000609178295880335)	(76.0, 0.0003296729601234754)	(77.0, 0.0001648364800617377)	(78.0, 0.0001128771548248856)	(79.0, 6.629293219874233e-05)	(80.0, 3.0458914794016754e-05)	(81.0, 1.4333606961890235e-05)	(82.0, 8.958504351181396e-06)	(83.0, 5.375102610708838e-06)	(84.0, 1.7917008702362793e-06)	(85.0, 5.375102610708838e-06)	(86.0, 5.375102610708838e-06)	(87.0, 1.7917008702362793e-06)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
KH1A_102_R2	(0.0, 3.225061161941161e-05)	(1.0, 5.1959318720163145e-05)	(2.0, 6.450122323882322e-05)	(3.0, 7.166802582091468e-05)	(4.0, 8.420993033957475e-05)	(5.0, 9.675183485823481e-05)	(6.0, 0.00015946135745153515)	(7.0, 0.0003242978168396389)	(8.0, 0.0005464686968844744)	(9.0, 0.0008116403924218588)	(10.0, 0.0012470236492839154)	(11.0, 0.0022790432211050866)	(12.0, 0.004373541275721319)	(13.0, 0.007261762716304181)	(14.0, 0.011364757194551546)	(15.0, 0.01890244181026625)	(16.0, 0.032266736925221313)	(17.0, 0.05279245952033128)	(18.0, 0.08150087896354417)	(19.0, 0.12437985881219743)	(20.0, 0.18844032369222202)	(21.0, 0.2781400248096788)	(22.0, 0.38844607505129414)	(23.0, 0.523241089715916)	(24.0, 0.6947480506073014)	(25.0, 0.901169881977991)	(26.0, 1.1396595715022486)	(27.0, 1.4100451159181044)	(28.0, 1.703785478248351)	(29.0, 2.014520121201382)	(30.0, 2.3447932596938394)	(31.0, 2.6844262423585086)	(32.0, 3.02980520899337)	(33.0, 3.385968421813633)	(34.0, 3.7379050128111073)	(35.0, 4.078048630159751)	(36.0, 4.399008508696781)	(37.0, 4.6823265483720204)	(38.0, 4.917256128713624)	(39.0, 5.078509186810683)	(40.0, 5.154545378805381)	(41.0, 5.141216917703337)	(42.0, 5.032485772329136)	(43.0, 4.837425114751707)	(44.0, 4.5686180586045575)	(45.0, 4.231643959697844)	(46.0, 3.8410066347570755)	(47.0, 3.415622859197682)	(48.0, 2.973628226953646)	(49.0, 2.542122210288501)	(50.0, 2.1296763050904275)	(51.0, 1.7498393516408708)	(52.0, 1.4178909730448492)	(53.0, 1.134976066014852)	(54.0, 0.9006467053894983)	(55.0, 0.7108482726079699)	(56.0, 0.5555400772527568)	(57.0, 0.43107063340828317)	(58.0, 0.33274210198198817)	(59.0, 0.25426740540873216)	(60.0, 0.19282999027375305)	(61.0, 0.14594118438041961)	(62.0, 0.10983304127119727)	(63.0, 0.08107266250926422)	(64.0, 0.059894760879183925)	(65.0, 0.04359207670557136)	(66.0, 0.031105714906922495)	(67.0, 0.021761996040520742)	(68.0, 0.014706278898451693)	(69.0, 0.009535430835472699)	(70.0, 0.006072073487676997)	(71.0, 0.003873656795620439)	(72.0, 0.002262917915295381)	(73.0, 0.0013025663692951244)	(74.0, 0.00076863957692931)	(75.0, 0.0003655069316866649)	(76.0, 0.00018275346584333246)	(77.0, 8.600163098509762e-05)	(78.0, 4.658421678359455e-05)	(79.0, 4.1209114847025944e-05)	(80.0, 2.1500407746274405e-05)	(81.0, 3.5834012910457343e-06)	(82.0, 3.5834012910457343e-06)	(83.0, 5.375101936568601e-06)	(84.0, 5.375101936568601e-06)	(85.0, 3.5834012910457343e-06)	(86.0, 3.5834012910457343e-06)	(87.0, 7.1668025820914685e-06)	(88.0, 3.5834012910457343e-06)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
KH1B_101_R1	(0.0, 0.0)	(1.0, 6.5436915083954905e-06)	(2.0, 1.526861351958948e-05)	(3.0, 1.0906152513992485e-05)	(4.0, 8.724922011193986e-06)	(5.0, 3.271845754197745e-05)	(6.0, 0.00011778644715111884)	(7.0, 0.0002944661178777971)	(8.0, 0.0005453076256996242)	(9.0, 0.0008681297401138019)	(10.0, 0.0016315604160932757)	(11.0, 0.003614298943137109)	(12.0, 0.007017018527502764)	(13.0, 0.012214890815671583)	(14.0, 0.01906395459445886)	(15.0, 0.02995483849493176)	(16.0, 0.04914312322805013)	(17.0, 0.07829526889795205)	(18.0, 0.11188185618004329)	(19.0, 0.15450310020472593)	(20.0, 0.21473778053950643)	(21.0, 0.3098503366140349)	(22.0, 0.418172424613511)	(23.0, 0.5372130793037391)	(24.0, 0.700971140531839)	(25.0, 0.9010728643975674)	(26.0, 1.1387331962909832)	(27.0, 1.4077705289671556)	(28.0, 1.7021493976248407)	(29.0, 2.0257174928709754)	(30.0, 2.3686134716024076)	(31.0, 2.706909235203437)	(32.0, 3.0482150968983297)	(33.0, 3.3974322816268714)	(34.0, 3.7282093436847554)	(35.0, 4.048778246989542)	(36.0, 4.349380166271712)	(37.0, 4.6068766083575765)	(38.0, 4.829453731324141)	(39.0, 4.990469985810223)	(40.0, 5.077884979440376)	(41.0, 5.0791479119014955)	(42.0, 4.983952469067861)	(43.0, 4.814309447943211)	(44.0, 4.5666808926520055)	(45.0, 4.2437584416347)	(46.0, 3.863798994199715)	(47.0, 3.4418639469688768)	(48.0, 3.003345004225262)	(49.0, 2.568169887842436)	(50.0, 2.1502744795027806)	(51.0, 1.7675601379427621)	(52.0, 1.4301259603903373)	(53.0, 1.1402077081108752)	(54.0, 0.8975174586780059)	(55.0, 0.7010540272909452)	(56.0, 0.5446161756302371)	(57.0, 0.42469430381687856)	(58.0, 0.3293527185395562)	(59.0, 0.25392140529177865)	(60.0, 0.19704800116181065)	(61.0, 0.15345392833287985)	(62.0, 0.11918679713391546)	(63.0, 0.09239256163753873)	(64.0, 0.07078092981581123)	(65.0, 0.053435784857557574)	(66.0, 0.04030259600020783)	(67.0, 0.02934191272364538)	(68.0, 0.020889644525301204)	(69.0, 0.014653506517800301)	(70.0, 0.009931142479241557)	(71.0, 0.006484798284819931)	(72.0, 0.004044001352188413)	(73.0, 0.002381903709055959)	(74.0, 0.0014548807453665974)	(75.0, 0.0008681297401138019)	(76.0, 0.0005278577816772362)	(77.0, 0.00030537227039178957)	(78.0, 0.00017667967072667825)	(79.0, 8.28867591063429e-05)	(80.0, 3.271845754197745e-05)	(81.0, 1.7449844022387972e-05)	(82.0, 8.724922011193986e-06)	(83.0, 2.1812305027984966e-06)	(84.0, 4.362461005596993e-06)	(85.0, 6.5436915083954905e-06)	(86.0, 2.1812305027984966e-06)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
KH1B_101_R2	(0.0, 1.3087382160393068e-05)	(1.0, 1.0906151800327556e-05)	(2.0, 6.543691080196534e-06)	(3.0, 4.362460720131022e-06)	(4.0, 6.543691080196534e-06)	(5.0, 2.6174764320786136e-05)	(6.0, 0.00011124274836334105)	(7.0, 0.0002617476432078613)	(8.0, 0.00045805837561375734)	(9.0, 0.000913935520867449)	(10.0, 0.0017471655184124744)	(11.0, 0.0035270494922259314)	(12.0, 0.006879600555646621)	(13.0, 0.01206002266080221)	(14.0, 0.01909667180237355)	(15.0, 0.03022749032978785)	(16.0, 0.04987601341325797)	(17.0, 0.08048303782569723)	(18.0, 0.11413724105114799)	(19.0, 0.1574717446145695)	(20.0, 0.2197109717086788)	(21.0, 0.31766130225778066)	(22.0, 0.4305901416894523)	(23.0, 0.5536922395204696)	(24.0, 0.7241968355364305)	(25.0, 0.9305455900593481)	(26.0, 1.1716806063645901)	(27.0, 1.4504374839202425)	(28.0, 1.7568501812111652)	(29.0, 2.085770994587604)	(30.0, 2.4397454198797552)	(31.0, 2.7862251376547214)	(32.0, 3.1313415864546466)	(33.0, 3.4862103161944247)	(34.0, 3.8174563211346935)	(35.0, 4.13900021343339)	(36.0, 4.437078429518503)	(37.0, 4.69434800679715)	(38.0, 4.910564647469004)	(39.0, 5.056115968165815)	(40.0, 5.1290933923225275)	(41.0, 5.120981396613444)	(42.0, 5.0085804149289075)	(43.0, 4.80558857393013)	(44.0, 4.5368980744861815)	(45.0, 4.198746294225946)	(46.0, 3.791490954928474)	(47.0, 3.354823905455879)	(48.0, 2.906476367405133)	(49.0, 2.4638174781334383)	(50.0, 2.0489169264239373)	(51.0, 1.6701833553146823)	(52.0, 1.340178470449291)	(53.0, 1.0631469461084504)	(54.0, 0.8331013049537813)	(55.0, 0.6440082638093422)	(56.0, 0.4949364373113849)	(57.0, 0.3808450020977983)	(58.0, 0.29191842154828745)	(59.0, 0.22192055806342517)	(60.0, 0.17039771572831774)	(61.0, 0.1311617440114593)	(62.0, 0.10027552211293168)	(63.0, 0.07652192349181826)	(64.0, 0.05779169838993572)	(65.0, 0.042957150711130175)	(66.0, 0.031405354724223226)	(67.0, 0.022671708362520922)	(68.0, 0.01568958997995122)	(69.0, 0.010522255256956025)	(70.0, 0.007058461445171993)	(71.0, 0.0045871274472177705)	(72.0, 0.0028814053056465403)	(73.0, 0.0017951525863339156)	(74.0, 0.001003365965630135)	(75.0, 0.0005496700507365088)	(76.0, 0.00027265379500818887)	(77.0, 0.00013305505196399618)	(78.0, 6.979937152209636e-05)	(79.0, 2.3993533960720622e-05)	(80.0, 4.362460720131022e-06)	(81.0, 8.724921440262045e-06)	(82.0, 1.0906151800327556e-05)	(83.0, 4.362460720131022e-06)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 2.181230360065511e-06)	(89.0, 2.181230360065511e-06)	(90.0, 0.0)	(91.0, 2.181230360065511e-06)	(92.0, 2.181230360065511e-06)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
KH2A_104_R1	(0.0, 0.0)	(1.0, 3.5745646135618623e-06)	(2.0, 3.5745646135618623e-06)	(3.0, 0.0)	(4.0, 1.0723693840685587e-05)	(5.0, 2.8596516908494898e-05)	(6.0, 6.970400996445633e-05)	(7.0, 0.00014476986684925543)	(8.0, 0.0004235859067070807)	(9.0, 0.0011688826286347291)	(10.0, 0.0021018439927743752)	(11.0, 0.0036782269873551566)	(12.0, 0.006780949071926852)	(13.0, 0.012684342531224269)	(14.0, 0.022265962977876842)	(15.0, 0.03585467035633226)	(16.0, 0.05579180448847355)	(17.0, 0.08628641520676979)	(18.0, 0.1300480224883009)	(19.0, 0.19725519907018424)	(20.0, 0.30700863096498765)	(21.0, 0.4425882921927755)	(22.0, 0.5951507098995958)	(23.0, 0.7822487836203441)	(24.0, 1.007832407253006)	(25.0, 1.2842141686089956)	(26.0, 1.6011189817066296)	(27.0, 1.938640096212981)	(28.0, 2.275333699011293)	(29.0, 2.6131318422751963)	(30.0, 2.9532141323271652)	(31.0, 3.295416139194976)	(32.0, 3.639500154331827)	(33.0, 3.980095394405842)	(34.0, 4.319582519449653)	(35.0, 4.613955064505699)	(36.0, 4.843392068791781)	(37.0, 4.998099225266738)	(38.0, 5.104431798826363)	(39.0, 5.1491621131181695)	(40.0, 5.086365949269422)	(41.0, 4.945243925608306)	(42.0, 4.725107938446712)	(43.0, 4.418381698086196)	(44.0, 4.051123780559624)	(45.0, 3.6333858615603294)	(46.0, 3.1826690094363146)	(47.0, 2.7304883731030456)	(48.0, 2.297145692283248)	(49.0, 1.9043260632050938)	(50.0, 1.5546961110703015)	(51.0, 1.2457107458740142)	(52.0, 0.982068732800759)	(53.0, 0.7646297546400976)	(54.0, 0.5843305028143441)	(55.0, 0.43951237934280557)	(56.0, 0.32662941612882873)	(57.0, 0.23695073910378872)	(58.0, 0.17061039444069415)	(59.0, 0.12362452987773023)	(60.0, 0.08901738257153105)	(61.0, 0.0632108133439212)	(62.0, 0.04476248537332842)	(63.0, 0.03190120189373284)	(64.0, 0.022671676061516113)	(65.0, 0.01564050746663993)	(66.0, 0.0107505030752873)	(67.0, 0.007306410070120447)	(68.0, 0.004829236792922076)	(69.0, 0.0031277440368666296)	(70.0, 0.00205358737049129)	(71.0, 0.0013136524954839844)	(72.0, 0.0007792550857564861)	(73.0, 0.00044145872977489)	(74.0, 0.00025021952294933036)	(75.0, 0.00010902422071363681)	(76.0, 5.7193033816989796e-05)	(77.0, 2.6809234601713964e-05)	(78.0, 1.0723693840685587e-05)	(79.0, 7.1491292271237245e-06)	(80.0, 5.361846920342793e-06)	(81.0, 1.7872823067809311e-06)	(82.0, 3.5745646135618623e-06)	(83.0, 3.5745646135618623e-06)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
KH2A_104_R2	(0.0, 7.1491289715734905e-06)	(1.0, 7.1491289715734905e-06)	(2.0, 1.2510975700253607e-05)	(3.0, 1.2510975700253607e-05)	(4.0, 8.936411214466863e-06)	(5.0, 2.144738691472047e-05)	(6.0, 5.8980314015481296e-05)	(7.0, 0.00012153519251674934)	(8.0, 0.00034852003736420765)	(9.0, 0.0010330491363923693)	(10.0, 0.0018802209195238281)	(11.0, 0.003499498631585224)	(12.0, 0.006521792904317916)	(13.0, 0.012046282317101331)	(14.0, 0.021985358869831377)	(15.0, 0.03622821106344866)	(16.0, 0.05697498333895493)	(17.0, 0.08798433025315494)	(18.0, 0.133274062288073)	(19.0, 0.20383775251974623)	(20.0, 0.3170299115266694)	(21.0, 0.4602001555936429)	(22.0, 0.6188393274728586)	(23.0, 0.8118693842698288)	(24.0, 1.0477245108887667)	(25.0, 1.332304526013464)	(26.0, 1.6567891917752418)	(27.0, 2.0084762932738562)	(28.0, 2.363031982772315)	(29.0, 2.7073483323012373)	(30.0, 3.0485154905181817)	(31.0, 3.4023795017886402)	(32.0, 3.747435786166121)	(33.0, 4.086665530431769)	(34.0, 4.425931020342275)	(35.0, 4.714314372079849)	(36.0, 4.926139488943085)	(37.0, 5.059499340778817)	(38.0, 5.157887440967855)	(39.0, 5.179483172308736)	(40.0, 5.091275431775219)	(41.0, 4.925245847821639)	(42.0, 4.6783703388930205)	(43.0, 4.349245888428691)	(44.0, 3.9645315983636498)	(45.0, 3.5353890463047657)	(46.0, 3.0709512445132225)	(47.0, 2.6137215520072683)	(48.0, 2.1849436055259335)	(49.0, 1.7990640074385258)	(50.0, 1.4614785628363398)	(51.0, 1.1645555765422209)	(52.0, 0.9081288313075799)	(53.0, 0.6967505350050666)	(54.0, 0.5280739860497616)	(55.0, 0.39390806992248484)	(56.0, 0.28869970069456646)	(57.0, 0.2077393896559825)	(58.0, 0.1483748099582791)	(59.0, 0.1069831404951115)	(60.0, 0.07579506535662214)	(61.0, 0.05283027581768521)	(62.0, 0.036900229186776566)	(63.0, 0.0257011186528067)	(64.0, 0.017835289501832965)	(65.0, 0.012257181621762751)	(66.0, 0.00830907514721129)	(67.0, 0.005537000388483668)	(68.0, 0.003687163267089028)	(69.0, 0.00242176743912052)	(70.0, 0.001506678930759113)	(71.0, 0.0009168757906043002)	(72.0, 0.0005379719551109052)	(73.0, 0.0002949015700774065)	(74.0, 0.00014834442616014994)	(75.0, 6.970400747284154e-05)	(76.0, 3.93202093436542e-05)	(77.0, 2.3234669157613846e-05)	(78.0, 1.0723693457360235e-05)	(79.0, 8.936411214466863e-06)	(80.0, 5.361846728680118e-06)	(81.0, 1.7872822428933726e-06)	(82.0, 1.7872822428933726e-06)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
KH2B_103_R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 3.2061605477199484e-06)	(5.0, 3.2061605477199484e-06)	(6.0, 8.01540136929987e-06)	(7.0, 3.045852520333951e-05)	(8.0, 9.458173615773848e-05)	(9.0, 0.0002741267268300556)	(10.0, 0.0005161918481829118)	(11.0, 0.000998719010614764)	(12.0, 0.0018980470442502093)	(13.0, 0.0036902907904256613)	(14.0, 0.007362947697838861)	(15.0, 0.012774946702390134)	(16.0, 0.021543795800404195)	(17.0, 0.03503211322466202)	(18.0, 0.05558039617499917)	(19.0, 0.08897416135977629)	(20.0, 0.14439104334684175)	(21.0, 0.21798204639865773)	(22.0, 0.3061306214173961)	(23.0, 0.4180993662254199)	(24.0, 0.558628589192533)	(25.0, 0.7350074963239767)	(26.0, 0.9407163601459623)	(27.0, 1.1689741511000626)	(28.0, 1.4101784183458559)	(29.0, 1.6692939014914865)	(30.0, 1.949618136660285)	(31.0, 2.2457711864531764)	(32.0, 2.560790887989126)	(33.0, 2.902053013608164)	(34.0, 3.2691455716799074)	(35.0, 3.6371310454641903)	(36.0, 3.9789462337777097)	(37.0, 4.291865900154902)	(38.0, 4.5946797484856825)	(39.0, 4.85438356209182)	(40.0, 5.037727853013186)	(41.0, 5.148415736682395)	(42.0, 5.177934856845252)	(43.0, 5.095776992809928)	(44.0, 4.917572177246559)	(45.0, 4.651632381375106)	(46.0, 4.287269869009746)	(47.0, 3.8691480596604917)	(48.0, 3.4267107287173295)	(49.0, 2.985034860904251)	(50.0, 2.5624404575909283)	(51.0, 2.1672875824055398)	(52.0, 1.801705125951773)	(53.0, 1.471401657084842)	(54.0, 1.1899071733161262)	(55.0, 0.9511091295613967)	(56.0, 0.7473544205932462)	(57.0, 0.5799351291124059)	(58.0, 0.4485097990205436)	(59.0, 0.3468680973367258)	(60.0, 0.268225788341977)	(61.0, 0.20486404051766155)	(62.0, 0.15492969306719723)	(63.0, 0.11710020476464955)	(64.0, 0.08793696842258888)	(65.0, 0.06531269651760307)	(66.0, 0.048300808651401024)	(67.0, 0.0349888300572678)	(68.0, 0.024523922029509884)	(69.0, 0.016991047822641867)	(70.0, 0.011660805912057454)	(71.0, 0.007507224922486259)	(72.0, 0.004560763379131627)	(73.0, 0.0028134058806242547)	(74.0, 0.001620714156872434)	(75.0, 0.0010067344119840638)	(76.0, 0.0006444382700917097)	(77.0, 0.00035748690107077427)	(78.0, 0.00017152958930301726)	(79.0, 7.694785314527877e-05)	(80.0, 4.1680087120359335e-05)	(81.0, 2.0840043560179668e-05)	(82.0, 1.122156191701982e-05)	(83.0, 9.618481643159846e-06)	(84.0, 6.412321095439897e-06)	(85.0, 1.6030802738599742e-06)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
KH2B_103_R2	(0.0, 3.206160496322622e-06)	(1.0, 6.412320992645244e-06)	(2.0, 4.809240744483933e-06)	(3.0, 4.809240744483933e-06)	(4.0, 6.412320992645244e-06)	(5.0, 8.015401240806555e-06)	(6.0, 1.763388272977442e-05)	(7.0, 1.763388272977442e-05)	(8.0, 4.32831667003554e-05)	(9.0, 0.00018275114829038945)	(10.0, 0.0003895485003031986)	(11.0, 0.0008512356117736561)	(12.0, 0.001665600377839602)	(13.0, 0.0032286036197968805)	(14.0, 0.006500490406294116)	(15.0, 0.011620728718921343)	(16.0, 0.019703459330150674)	(17.0, 0.03272047094522052)	(18.0, 0.053086002417861815)	(19.0, 0.08685168168488351)	(20.0, 0.14391813235892986)	(21.0, 0.219298171787971)	(22.0, 0.31037076376626327)	(23.0, 0.4268345437951825)	(24.0, 0.5711582554568972)	(25.0, 0.7532136669195846)	(26.0, 0.9689690313591192)	(27.0, 1.205349626271497)	(28.0, 1.4544218075085682)	(29.0, 1.7222628522911116)	(30.0, 2.0116012032014985)	(31.0, 2.3204249945282864)	(32.0, 2.6457492908493982)	(33.0, 2.9917469100507987)	(34.0, 3.36556438387879)	(35.0, 3.735261941469007)	(36.0, 4.08042916510186)	(37.0, 4.39471785699463)	(38.0, 4.690011651026936)	(39.0, 4.949479807673333)	(40.0, 5.118914168342246)	(41.0, 5.204149945136983)	(42.0, 5.200175909201792)	(43.0, 5.090496364783091)	(44.0, 4.8918410573506925)	(45.0, 4.599121810196934)	(46.0, 4.217894899461941)	(47.0, 3.7869452486697277)	(48.0, 3.3299391315239015)	(49.0, 2.881171243773376)	(50.0, 2.461906444910011)	(51.0, 2.068137034313404)	(52.0, 1.7071971041188918)	(53.0, 1.386973809147429)	(54.0, 1.1133793093542346)	(55.0, 0.8841516585091522)	(56.0, 0.6930324313233608)	(57.0, 0.5338593873229279)	(58.0, 0.40991723793633617)	(59.0, 0.31512870594280606)	(60.0, 0.2403305846438474)	(61.0, 0.18256198482110642)	(62.0, 0.13774787648375697)	(63.0, 0.10403990810566908)	(64.0, 0.07790809698039156)	(65.0, 0.056882096445507804)	(66.0, 0.04108374059987808)	(67.0, 0.029424537955000867)	(68.0, 0.020670116719791944)	(69.0, 0.014001302887440892)	(70.0, 0.009155191297249248)	(71.0, 0.00578391353536601)	(72.0, 0.003531585786699368)	(73.0, 0.0021272874893100598)	(74.0, 0.001242387192325016)	(75.0, 0.0006893245067093638)	(76.0, 0.0003927546607995212)	(77.0, 0.00019717887052384125)	(78.0, 9.297865439335603e-05)	(79.0, 5.7710888933807194e-05)	(80.0, 2.4046203722419664e-05)	(81.0, 9.618481488967866e-06)	(82.0, 6.412320992645244e-06)	(83.0, 4.809240744483933e-06)	(84.0, 3.206160496322622e-06)	(85.0, 1.603080248161311e-06)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
